dsmsgkey,dsenus,dsptbr,dseses
SafeConfirm.text.message,Please confirm to proceed!,Por favor confirme para proseguir!,¡Por favor confirme para proceder!
SafeDelete.header.warning,Warning!,Cuidado!,¡Advertencia!
SafeDelete.text.confirmPassword,"Please, type your password to perform this action.","Por favor, digite sua senha para prosseguir com essa ação.","Por favor, escriba su contraseña para realizar esta acción."
SafeDelete.text.message,Are you sure you want to delete this item?,Você tem certeza que deseja deletar esse item?,¿Estás seguro de que quieres eliminar este elemento?
SalesChargeForm.label.flPrintCharge,Print Charge,Apresentar Taxa,Imprimir Cargo
SalesChargeLis.actions.duplicateAsSell,As Sell,Como Venda,Como Venta
SalesChargeList.action.duplicateAsBuy,As Buy,Como Compra,Como Compra
SalesChargeManager.label.estimatedProfit,Estimated Profit,Profit Estimado,Beneficio Estimado
SalesmanSelect.NoSalesmanFound,No salesperson found,Nenhum vendedor encontrado,No se encontró ningún vendedor.
SalesmanSelect.placeholder,Select Salesperson,Selecione o Vendedor,Seleccione el vendedor
Salesmen.headerLabel.salesmenList,Salespersons List,Lista de Vendedores,Lista de Vendedores
salesModalTypes.AIR,Air,Aéreo,Aéreo
salesModalTypes.RO,Routing Order,Routing Order,Orden de Enrutamiento
salesModalTypes.SEA,Sea,Marítimo,Marítimo
SalesProcessOptions.edit,Edit quotation,Editar cotação,Editar cotización
SalesProcessOptions.reimport,Reimport,Reimportar,Reimportar
SeaOperations.headerLabel.operationsList,Operations List,Lista de Operações,Lista de Operaciones
SendEmail.Nfe.Message,Your invoice for SmartComex recharge is attached to this email.,Sua nota fiscal referente a aquisição de créditos no SmartComex encontra-se anexada a este e-mail.,Su factura por la recarga de SmartComex está adjunta a este correo electrónico.
SendEmail.Nfe.Title,Invoice Available,Nota Fiscal Disponível,Factura Disponible
SendFollowUp.Message,"This function will send a <b>Follow Up</b> of this process <b>in the body of the email</b> to the Customer Contact defined below. In this message we will send:
<br /> <br />
<ul>
   <li>Basic process information (POD/POL/House Companies)</li>
   <li>Volume data (Number, Seal, etc.)</li>
   <li>Transfers</li>
   <li>Occurrences</li>
</ul>
<br />
Do you really want to proceed?","Esta função irá enviar um <b>Follow Up</b> deste processo <b>no corpo do e-mail</b> para o Contato Cliente definido abaixo. Nesta mensagem enviaremos:
<br /><br />
<ul>
  <li>Informações básicas do processo (POD/POL/Empresas House)</li>
  <li>Dados dos Volumes (Número, Lacre, etc)</li>
  <li>Transbordos</li>
  <li>Ocorrências</li>
</ul>
<br />
Deseja realmente prosseguir?","Esta función enviará un <b>Seguimiento</b> de este proceso <b>en el cuerpo del correo electrónico</b> al Contacto del Cliente definido a continuación. En este mensaje enviaremos:
<br /><br />
<ul>
   <li>Información básica del proceso (POD/POL/Empresas House)</li>
   <li>Datos de volumen (Número, Sello, etc.)</li>
   <li>Transferencias</li>
   <li>Ocurrencias</li>
</ul>
<br />
¿Realmente desea continuar?"
SetAgentComponent.alert.success,Agent updated successfully,Agente atualizado com sucesso,Agente actualizado correctamente
SetAirlineComponent.alert.success,Airline updated successfully,Companhia aérea atualizada com sucesso,Compañía aérea actualizada correctamente
SetAirport.alert.success,Airport successfully updated,Aeroporto atualizado com sucesso,Aeropuerto actualizado correctamente
SetBankAccount.alert.success,Bank Account updated successfully,Conta Bancária atualizada com sucesso,Cuenta bancaria actualizada correctamente
SetCarrierComponent.alert.success,Carrier updated successfully,Armador atualizado com sucesso,Armador actualizado correctamente
SetCharge.alert.success,Charge updated successfully,Taxa atualizada com sucesso,Cargo actualizado con éxito
SetChargeCalculation.alert.success,Calculation successfully updated,Cálculo atualizado com sucesso,Cálculo actualizado correctamente
SetCompanyComponent.alert.success,Company updated successfully,Empresa atualizada com sucesso,Empresa actualizada correctamente
SetCountryFlag.alert.success,Country successfully updated,País atualizado com sucesso,País actualizado correctamente
SetCustomerComponent.alert.success,Customer updated successfully,Cliente atualizado com sucesso,Cliente actualizado correctamente
SetDepartment.alert.success,Department successfully updated,Departamento atualizado com sucesso,Departamento actualizado correctamente
SetDialect.alert.success,Translation successfully Updated,Tradução atualizada com sucesso,Traducción actualizada con éxito.
SetIncotermRules.alert.success,Incoterm successfully updated,Incoterm atualizado com sucesso,Incoterm actualizado correctamente
SetInvoice.alert.success,Invoice successfully updated,Invoice atualizada com sucesso,Factura actualizada correctamente
SetInvoiceParcel.alert.success,Parcel successfully updated,Parcela atualizada com sucesso,Paquete actualizado correctamente
SetMember.alert.success,Updated Successfully,Atualizado com Sucesso,Actualizado con éxito
SetOccurrence.alert.success,Occurrence successfully updated,Ocorrência atualizada com sucesso,Actualización de ocurrencia exitosa
SetOffice.alert.success,Office updated successfully,Escritório atualizado com sucesso,Oficina actualizada correctamente
SetPricing.alert.success,Pricing successfully updated,Pricing atualizado com sucesso,Precio actualizado correctamente
SetProfitShare.alert.success,Profit Share successfully updated,Profit Share atualizado com sucesso,Participación en las ganancias actualizada correctamente.
SideMenu.hello,Hello,Olá,Hola
SetQuotation.alert.success,Quotation successfully updated,Cotação atualizada com sucesso,Cotización actualizada con éxito
SetRole.alert.success,Profile successfully updated,Perfil atualizado com sucesso,Perfil actualizado correctamente
SetRoles.alert.success,User successfully updated,Usuário atualizado com sucesso,Usuario actualizado con éxito
SetSalesman.alert.success,Salesperson successfully updated,Vendedor atualizado com sucesso,Vendedor actualizado con éxito
SetSystemConfiguration.alert.success,Configuration successfully updated,Configuração atualizada com sucesso,Configuración actualizada correctamente
Settings.button.member,Company Profile,Perfil na Empresa,Perfil de la empresa
ShippingInstructionsForm.label.cntrDeliveryPlace,Container Delivery Place,Entrega do Container,Lugar de entrega del contenedor
ShippingInstructionsForm.label.cntrRemoval,Container Removal Place,Retirada do Container,Lugar de Retiro del Contenedor
ShippingInstructionsForm.label.collectPlace,Collect Place,Local de Coleta,Lugar de recolección
ShippingInstructionsForm.label.packagesRemoval,Packages Removal,Retirada de Embalagens,Retiro de paquetes
ShippingInstructionsForm.placeholder.chargeDemurrage,Charge Demurrage,Informações para o cliente sobre Demurrage,Cobro de demora
ShippingInstructionsForm.placeholder.chargeDetentions,Detention Customer Information,Informações para o cliente sobre Detention,Información del cliente sobre Detención
ShippingInstructionsForm.placeholder.cntrDeliveryPlace,Full CNTR delivery location,Local de entrega do CNTR cheio,Ubicación completa de entrega del contenedor (CNTR)
ShippingInstructionsForm.placeholder.cntrRemoval,Empty CNTR pick-up location,Local de retirada do CNTR vazio,Ubicación de recogida de contenedor vacío.
ShippingInstructionsForm.placeholder.collectPlace,The place where cargo will be collected.,O local onde a carga será coletada.,El lugar donde se recogerá la carga.
ShippingInstructionsForm.placeholder.deliveryPlace,The place where delivery will occur.,O local onde a entrega ocorrerá,El lugar donde ocurrirá la entrega.
ShippingInstructionsForm.placeholder.packagesRemoval,The place where packages will be removed.,O local onde as embalegens serão removidas.,El lugar donde se retirarán los paquetes.
Shortcut.Accesskey.Add,+,+,+
Shortcut.Accesskey.Cancel,C,C,C
Shortcut.Accesskey.No,N,N,N
Shortcut.Accesskey.Save,S,S,Guardar
SideMenuComponent.label.air,Air Process,Processo Aéreo,Proceso Aéreo
SideMenuComponent.label.airExports,Air Exports,Exportações Aéreas,Exportaciones Aéreas
SideMenuComponent.label.airImports,Air Imports,Importações Aéreas,Importaciones Aéreas
SideMenuComponent.label.billing,Recharge,Recarga,Recarga
SideMenuComponent.label.comercial,Commercial,Comercial,Comercial
SideMenuComponent.label.export,Export,Exportação,Exportar
SideMenuComponent.label.history,History,Histórico,Historial
SideMenuComponent.label.import,Import,Importação,Importar
SideMenuComponent.label.management,Management,Gerencial,Gestión
SideMenuComponent.label.map,Map,Mapa,Mapa
SideMenuComponent.label.operational,Operational,Operacional,Operacional
SideMenuComponent.label.pricingAndCommercial,Pricing & Commercial,Pricing & Comercial,Precios y Comercial
SideMenuComponent.label.registrations,Registrations,Cadastros,Registros
SideMenuComponent.label.reports,Reports,Relatórios,Informes
SideMenuComponent.label.sea,Sea Process ,Processo Marítimo,Proceso Marítimo
SideMenuComponent.label.seaExports,Sea Exports,Exportações Marítimas,Exportaciones Marítimas
SideMenuComponent.label.seaImports,Sea Imports,Importações Marítimas,Importaciones Marítimas
SideMenuComponent.tooltip.airQuotations,tooltip,tooltip,tooltip
SmartChecklist.SPECIAL_PACKING_REQUIRED,Special Packing Required,Embalagem Especial Necessária,Embalaje especial requerido
SmartChecklist.SPECIAL_TRANSPORT,Special Transport,Transporte Especial,Transporte Especial
SideMenuComponent.tooltip.companies,"<div style=""text-align: left"">Register here companies that you work with. Eg:</div>
<ul style=""text-align: justify"">
	<li>Customer</li>
	<li>Shippers</li>
	<li>CNEEs</li>
	<li>Agents</li>
	<li>Port Representative</li>
	<li>Ocean Carriers</li>
	<li>Airlines</li>
	<li>Customs Brokers</li>
	<li>Road Trucking</li>
	<li>etc...</li>
</ul>","<div style=""text-align: justify"">Cadastre aqui as empresas com quem você trabalha. Ex:</div>
<ul style=""text-align: left"">
	<li>Clientes</li>
	<li>Shippers</li>
	<li>CNEEs</li>
	<li>Agentes</li>
	<li>Representante Portuário</li>
	<li>Armadores</li>
	<li>Cias Aéreas</li>
	<li>Despachantes</li>
	<li>Transportadoras</li>
	<li>etc...</li>
</ul>","<div style=""text-align: left"">Registre aquí las empresas con las que trabaja. Ejemplo:</div>
<ul style=""text-align: justify"">
	<li>Cliente</li>
	<li>Transportistas</li>
	<li>CNEEs</li>
	<li>Agentes</li>
	<li>Representante Portuario</li>
	<li>Transportistas Marítimos</li>
	<li>Aerolíneas</li>
	<li>Agentes Aduanales</li>
	<li>Transporte por Carretera</li>
	<li>etc...</li>
</ul>"
SideMenuComponent.tooltip.oceanQuotations,TODO,TODO,TODO
SideMenu.helloMessage,<p>Welcome to SmartComex Web Edition!</p><p>We recommend that you take a minute or two to see our initial tutorial about the system usage.</p><p>Let's go?</p>,<p>Seja bem vindo ao SmartComex Web Edition!</p><p>Recomendamos que você dispense um ou dois minutos para ver nosso tutorial inicial de utilização do sistema.</p><p>Vamos lá?</p>,<p>¡Bienvenido a SmartComex Web Edition!</p><p>Le recomendamos que dedique uno o dos minutos para ver nuestro tutorial inicial sobre el uso del sistema.</p><p>¿Vamos?</p>
SideMenu.popover.iAmHere,I'll be here when you <br /> want to see the Tutorial!,Estarei aqui quando <br /> quiser ver o Tutorial.,¡Estaré aquí cuando quieras ver el tutorial!
SideMenu.title.FirstLoginModal,Welcome!,Bem vindo!,¡Bienvenido!
SignUpCmp.header.signUp,Sign up,Cadastro,Registrarse
SignUpCmp.header.slogan,All you need to know,Tudo que você precisa saber,Todo lo que necesitas saber
SignupFormComponent.button.signupWelcomeResend,Didn' receive? Resend!,Não recebeu? Reenviar!,¿No recibiste? ¡Reenviar!
SignupFormComponent.header.signupWelcomeTitle,Thank you and Welcome!,Obrigado e bem-vindo!,¡Gracias y bienvenido!
SignupFormComponent.info.langIsoCode,en,pt_BR,es
SignupFormComponent.label.signupWelcomeResend,You can use the button below to resend the activation email!,Você pode utilizar o botão abaixo para reenviar o e-mail de ativação!,¡Puede utilizar el botón de abajo para reenviar el correo electrónico de activación!
SignupFormComponent.line1.signupWelcomeLine,You have successfully subscribed to SmartComex.,Seu cadastro no SmartComex foi feito com sucesso.,Se ha suscrito correctamente a SmartComex.
SignupFormComponent.line2.signupWelcomeLine,A message with your activation code has been sent to:,Uma mensagem com seu código de ativação foi enviada para:,Se ha enviado un mensaje con su código de activación a:
SignupFormComponent.option.female,Female,Feminino,Femenino
SignupFormComponent.option.male,Male,Masculino,Masculino
SignupFormComponent.option.other,Other,Outros,Otros
SignupFormComponent.spamw1.signupWelcome,"If you do not receive the email, be sure to add","Caso não receba o e-mail, lembre-se de adicionar","Si no recibe el correo electrónico, asegúrese de agregar."
SignupFormComponent.spamw2.signupWelcome,"to your trusted senders list, or check your junk folder.","a sua lista de remetentes confiáveis, ou verifique seu pasta de lixo eletrônico.",agregue a su lista de remitentes confiables o revise su carpeta de correo no deseado.
SmartChecklist.CARRIER_DRAFT,Carrier Draft,Draft Carrier,Borrador de transportista
SmartChecklist.CARRIER_INVOICE_PAYED,Carrier Invoice Paid,Fatura do Carrier Paga,Factura del transportista pagada
SmartChecklist.CARRIER_INVOICE_RECEIVED,Carrier Invoice Received,Fatura do Carrier Recebida,Factura del transportista recibida
SmartChecklist.CARRIER_VGM,Carrier VGM,VGM Armador,VGM del transportista
SmartChecklist.CERTIFICATION_REQUIRED,Certification Required,Certificação Necessária,Certificación requerida
SmartChecklist.CUSTOMER_DRAFT,Customer Draft,Draft Cliente,Borrador de cliente
SmartChecklist.CUSTOMER_DRAFT_CHECKED,Customer Draft Checked,Draft Cliente Verificado,Cliente verificado en borrador
SmartChecklist.CUSTOMER_INVOICE_PAYED,Customer Invoice Paid,Fatura do Cliente Paga,Factura del Cliente Pagada
SmartChecklist.CUSTOMER_INVOICE_SENT,Customer Invoice Sent,Fatura do Cliente Enviada,Factura del Cliente Enviada
SmartChecklist.CUSTOMER_RECEIPT_SENT,Customer Receipt Sent,Recibo do Cliente Enviado,Recibo del Cliente Enviado
SmartChecklist.CUSTOMER_VGM,Customer VGM,VGM Cliente,VGM del cliente
SmartChecklist.HBL_RELEASED,HBL Released,HBL Liberado,HBL Liberado
SmartChecklist.MBL_RELEASED,MBL Released,MBL Liberado,MBL Liberado
SmartChecklist.RAW_MATERIALS,Raw Materials,Matéria Prima,Materias Primas
SmartChecklist.SHIPPING_CONFIRM,Shipping Confirm,Confirmação de Embarque,Confirmación de Envío
SmartChecklist.TEMPERATURE_CONTROL,Temperature Control,Temperatura Controlada,Control de temperatura
SmartPermission.error.message,"You do not have permission to access this feature. If you need access, please contact your company administrator.","Você não tem permissão para acessar esse recurso. Caso necessite de acesso, por favor, contate o administrador de sua empresa.","No tiene permiso para acceder a esta función. Si necesita acceso, por favor contacte al administrador de su empresa."
SmartPopover.definition.ataSea,ATA Actual time of arrival at the port,ATA Data real de chegada do navio no porto,ATA Tiempo real de llegada al puerto
SmartPopover.config.CompanyBLAgentAsCarrier,Choose how you want the BL Subscription to be referenced. The system default is AS CARRIER but you can enter for example: AS AGENTS FOR AND ON BEHALF OF THE CARRIER,Escolha como quer que a Assinatura do BL seja referenciada. O padrão do sistema é AS CARRIER mas você pode informar por exemplo: AS AGENTS FOR AND ON BEHALF OF THE CARRIER,"Elija cómo desea que se haga referencia a la suscripción del BL. El valor predeterminado del sistema es AS CARRIER, pero puede ingresar, por ejemplo: AS AGENTS FOR AND ON BEHALF OF THE CARRIER."
SmartPopover.definition.atdSea,ATD Actual Time Departure from port,ATD Data atual de partida do porto,ATD Hora de salida real del puerto
SmartTutorial.gridButtonView,To view the register,Para ver o registro,Para ver el registro
SmartPopover.config.companyCurrency,"This currency will be used to convert the profits of your processes in any office. For example: Your Company may have offices in Europe and Asia, but management reports (at Company level) will be showed in USD, for this you select USD here.<br /><br /><b>Note: This value can not be changed</b>","Esta moeda será utilizada para conversão dos profits dos processos de seus escritórios. Por exemplo: Sua empresa pode ter escritórios na Europa e na Asia, mas os relatórios gerenciais (em nível da Empresa) serão apresentados em USD, para isso selecione aqui USD.<br /><br /><b>Atenção: Este valor não pode ser modificado.</b>","Esta moneda se utilizará para convertir las ganancias de sus procesos en cualquier oficina. Por ejemplo: su empresa puede tener oficinas en Europa y Asia, pero los informes de gestión (a nivel de empresa) se mostrarán en USD, por lo que debe seleccionar USD aquí. <br /> <br /> <b>Nota: Este valor no se puede cambiar</b>"
SmartPopover.config.FlowRequiredFields,Makes fields mandatory according to the current Flow. Ex: Approved Quotation - Mandatory to inform Shipper or CNEE and Shipowner,Torna obrigatórios campos de acordo com o Fluxo atual. Ex: Cotação Aprovada - Obrigatório Informar Shipper ou CNEE e Armador,Hace que los campos sean obligatorios según el Flujo actual. Ej: Cotización Aprobada - Obligatorio informar Shipper o CNEE y Armador.
SmartPopover.config.NifVatCnpj,identification number<br />Examples:<br /><b>USA:</b> TIN<br /><b>Brazil:</b> CNPJ/CPF<br /><b>Portugal:</b> NIF/NIPC<br /><b>Argentina:</b>  CUIT,Número de identificação<br /><b>Exemplos:</b><br /><b>EUA:</b> TIN<br /><b>Brasil:</b> CNPJ/CPF<br /><b>Portugal:</b> NIF/NIPC<br /><b>Argentina:</b>  CUIT,Número de identificación<br /><b>Ejemplos:</b><br /><b>EE. UU.:</b> TIN<br /><b>Brasil:</b> CNPJ/CPF<br /><b>Portugal:</b> NIF/NIPC<br /><b>Argentina:</b> CUIT
SmartPopover.config.OrganizationCode,Abbreviation code for the organization. Quotation numbers and processes based on this code will be generated.,Código de abreviação para a organização.<br />Serão gerados os números de cotação e processos baseados nesse código.,Código de abreviación para la organización. Se generarán números de cotización y procesos basados en este código.
SmartPopover.config.organizationCurrency,"This currency will be used to convert the profits of your processes in any office.<br /><b>For example:</b> Your organization may have offices in Europe and Asia, but management reports (at Organizational level) will be showed in USD, for this you select USD here.<br /><br /><b>Note: This value can not be changed</b>","Esta moeda será utilizada para conversão dos profits dos processos de seus escritórios.<br /><b>Por exemplo:</b> Sua organização pode ter escritórios na Europa e na Asia, mas os relatórios gerenciais (em nível Organizacional) serão apresentados em USD, para isso selecione aqui USD.<br /><br /><b>Atenção: Este valor não pode ser modificado.</b>","Esta moneda se utilizará para convertir las ganancias de sus procesos en cualquier oficina.<br /><b>Por ejemplo:</b> Su organización puede tener oficinas en Europa y Asia, pero los informes de gestión (a nivel organizacional) se mostrarán en USD, por lo que debe seleccionar USD aquí.<br /><br /><b>Nota: Este valor no se puede cambiar</b>"
